"long","lat","feature","id","PROVINCE","PROV_CODE","REALM","RLM_CODE","Lat_Zone"
93.7607919199238,15.1790813653583,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
93.9969070324948,15.009290722016,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
94.0526195870152,14.7546047578887,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
94.0207838422166,14.4760419841423,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
94.1693506536721,14.3460460246077,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
94.1754789812016,14.2605061515172,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
94.4285905881557,14.1135381220454,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
94.6735373050846,14.1788572458202,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
95.1226062852224,14.1135381220454,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
95.3757178921765,14.0318892163088,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
95.5390157034624,14.138032793064,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
95.6614890610285,13.9992296537567,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
95.9554251208041,13.9175807491826,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
96.11872293209,14.138032793064,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
96.1967714745158,14.2093364010973,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
96.6595450807629,14.6200515457271,1,2,"Bay of Bengal",23,"Western Indo-Pacific",5,"Tropical"
